client_id,first_name,last_name,email,passport_id,registration_date,status,age,gender,income_level,last_active_date,transaction_frequency
client_525,Matteo,Marino,client525@ex.com,AB000525123,2023-10-08,active,33,male,medium,2025-03-20,medium
client_526,Katja,Bauer,client526@ex.com,AB000526123,2024-02-15,active,25,female,low,2025-04-05,high
client_527,Takashi,Suzuki,client527@ex.com,AB000527123,2023-07-08,active,40,male,high,2025-03-10,high
client_528,Carmen,Diaz,client528@ex.com,AB000528123,2024-05-15,active,31,female,medium,2025-04-22,medium
client_529,Markus,Wagner,client529@ex.com,AB000529123,2023-12-22,active,37,male,medium,2025-03-25,medium
client_530,Svetlana,Ivanova,client530@ex.com,AB000530123,2024-10-05,active,28,female,medium,2025-04-28,medium
client_531,Benjamin,Lawrence,client531@ex.com,AB000531123,2023-04-25,active,44,male,high,2025-02-18,high
client_532,Chloé,Martin,client532@ex.com,AB000532123,2024-08-28,active,26,female,low,2025-04-20,high
client_533,Hector,Ortiz,client533@ex.com,AB000533123,2023-09-08,active,32,male,medium,2025-03-18,medium
client_534,Lena,Hoffmann,client534@ex.com,AB000534123,2024-03-12,active,27,female,medium,2025-04-08,medium
client_535,Dmitry,Smirnov,client535@ex.com,AB000535123,2023-06-05,active,39,male,medium,2025-03-01,medium
client_536,Sarah,Harrison,client536@ex.com,AB000536123,2024-11-25,active,25,female,low,2025-04-30,high
client_537,Akio,Nakamura,client537@ex.com,AB000537123,2023-01-18,active,43,male,high,2025-02-20,high
client_538,Isabella,Navarro,client538@ex.com,AB000538123,2024-04-08,active,31,female,medium,2025-04-15,medium
client_539,Tobias,Schulz,client539@ex.com,AB000539123,2023-08-25,active,36,male,medium,2025-03-22,medium
client_540,Natalia,Orlova,client540@ex.com,AB000540123,2024-07-05,active,28,female,medium,2025-04-18,medium
client_541,Ryan,Elliott,client541@ex.com,AB000541123,2023-11-12,active,35,male,medium,2025-03-08,medium
client_542,Mei,Zhou,client542@ex.com,AB000542123,2024-01-25,active,24,female,low,2025-04-05,high
client_543,Pierre,Dupont,client543@ex.com,AB000543123,2023-05-01,active,40,male,high,2025-02-28,high
client_544,Valeria,Herrera,client544@ex.com,AB000544123,2024-09-12,active,31,female,medium,2025-04-25,medium
client_545,Sergei,Kozlov,client545@ex.com,AB000545123,2023-03-28,active,37,male,medium,2025-03-15,medium
client_546,Olivia,Marshall,client546@ex.com,AB000546123,2024-06-01,active,29,female,medium,2025-04-12,medium
client_547,Marco,Conti,client547@ex.com,AB000547123,2023-10-18,active,34,male,medium,2025-03-20,medium
client_548,Katja,Keller,client548@ex.com,AB000548123,2024-02-25,active,26,female,low,2025-04-05,high
client_549,Hiroshi,Yamamoto,client549@ex.com,AB000549123,2023-07-18,active,41,male,high,2025-03-10,high
client_550,Ana,Moreno,client550@ex.com,AB000550123,2024-05-28,active,30,female,medium,2025-04-22,medium
client_551,Lukas,Meyer,client551@ex.com,AB000551123,2023-12-08,active,38,male,medium,2025-03-25,medium
client_552,Elena,Kuznetsova,client552@ex.com,AB000552123,2024-10-15,active,27,female,medium,2025-04-28,medium
client_553,Nathan,Warren,client553@ex.com,AB000553123,2023-04-01,active,45,male,high,2025-02-18,high
client_554,Sophie,Dubois,client554@ex.com,AB000554123,2024-08-05,active,25,female,low,2025-04-20,high
client_555,Miguel,Castro,client555@ex.com,AB000555123,2023-09-18,active,32,male,medium,2025-03-18,medium
client_556,Anna,Weber,client556@ex.com,AB000556123,2024-03-22,active,28,female,medium,2025-04-08,medium
client_557,Vladimir,Ivanov,client557@ex.com,AB000557123,2023-06-15,active,40,male,medium,2025-03-01,medium
client_558,Jessica,Henderson,client558@ex.com,AB000558123,2024-11-08,active,26,female,low,2025-04-30,high
client_559,Satoshi,Tanaka,client559@ex.com,AB000559123,2023-01-25,active,42,male,high,2025-02-20,high
client_560,Camila,Rios,client560@ex.com,AB000560123,2024-04-18,active,30,female,medium,2025-04-15,medium
client_561,Maximilian,Huber,client561@ex.com,AB000561123,2023-08-01,active,35,male,medium,2025-03-22,medium
client_562,Irina,Volkova,client562@ex.com,AB000562123,2024-07-12,active,27,female,medium,2025-04-18,medium
client_563,Thomas,Watson,client563@ex.com,AB000563123,2023-11-22,active,34,male,medium,2025-03-08,medium
client_564,Lin,Liu,client564@ex.com,AB000564123,2024-01-05,active,25,female,low,2025-04-05,high
client_565,Henri,Rousseau,client565@ex.com,AB000565123,2023-05-12,active,41,male,high,2025-02-28,high
client_566,Gabriela,Lopez,client566@ex.com,AB000566123,2024-09-22,active,32,female,medium,2025-04-25,medium
client_567,Alexei,Morozov,client567@ex.com,AB000567123,2023-03-05,active,38,male,medium,2025-03-15,medium
client_568,Emma,Foster,client568@ex.com,AB000568123,2024-06-12,active,29,female,medium,2025-04-12,medium
client_569,Antonio,Rossi,client569@ex.com,AB000569123,2023-10-28,active,33,male,medium,2025-03-20,medium
client_570,Katharina,Schmidt,client570@ex.com,AB000570123,2024-02-01,active,26,female,low,2025-04-05,high
client_571,Yuto,Sato,client571@ex.com,AB000571123,2023-07-28,active,40,male,high,2025-03-10,high
client_572,Lucia,Fuentes,client572@ex.com,AB000572123,2024-05-08,active,31,female,medium,2025-04-22,medium
client_573,Felix,Schneider,client573@ex.com,AB000573123,2023-12-18,active,37,male,medium,2025-03-25,medium
client_574,Tatiana,Smirnova,client574@ex.com,AB000574123,2024-10-25,active,28,female,medium,2025-04-28,medium
client_575,Alexander,Reynolds,client575@ex.com,AB000575123,2023-04-12,active,44,male,high,2025-02-18,high
client_576,Audrey,Leroy,client576@ex.com,AB000576123,2024-08-15,active,25,female,low,2025-04-20,high
client_577,Diego,Morales,client577@ex.com,AB000577123,2023-09-28,active,32,male,medium,2025-03-18,medium
client_578,Lena,Koch,client578@ex.com,AB000578123,2024-03-08,active,27,female,medium,2025-04-08,medium
client_579,Mikhail,Kuznetsov,client579@ex.com,AB000579123,2023-06-25,active,39,male,medium,2025-03-01,medium
client_580,Olivia,Freeman,client580@ex.com,AB000580123,2024-11-18,active,26,female,low,2025-04-30,high
client_581,Kenji,Ito,client581@ex.com,AB000581123,2023-01-01,active,43,male,high,2025-02-20,high
client_582,Sofia,Reyes,client582@ex.com,AB000582123,2024-04-28,active,30,female,medium,2025-04-15,medium
client_583,Jan,Wolf,client583@ex.com,AB000583123,2023-08-12,active,36,male,medium,2025-03-22,medium
client_584,Anastasia,Lebedeva,client584@ex.com,AB000584123,2024-07-22,active,28,female,medium,2025-04-18,medium
client_585,Daniel,Palmer,client585@ex.com,AB000585123,2023-11-30,active,35,male,medium,2025-03-08,medium
client_586,Jia,Wu,client586@ex.com,AB000586123,2024-01-15,active,24,female,low,2025-04-05,high
client_587,François,Mercier,client587@ex.com,AB000587123,2023-05-22,active,40,male,high,2025-02-28,high
client_588,Valentina,Suarez,client588@ex.com,AB000588123,2024-09-08,active,31,female,medium,2025-04-25,medium
client_589,Dmitri,Fedorov,client589@ex.com,AB000589123,2023-03-15,active,37,male,medium,2025-03-15,medium
client_590,Charlotte,Barnes,client590@ex.com,AB000590123,2024-06-22,active,29,female,medium,2025-04-12,medium
client_591,Roberto,Russo,client591@ex.com,AB000591123,2023-10-05,active,34,male,medium,2025-03-20,medium
client_592,Julia,Becker,client592@ex.com,AB000592123,2024-02-12,active,26,female,low,2025-04-05,high
client_593,Haruki,Kobayashi,client593@ex.com,AB000593123,2023-07-05,active,41,male,high,2025-03-10,high
client_594,Elena,Vega,client594@ex.com,AB000594123,2024-05-18,active,30,female,medium,2025-04-22,medium
client_595,Stefan,Keller,client595@ex.com,AB000595123,2023-12-28,active,38,male,medium,2025-03-25,medium
client_596,Olga,Morozova,client596@ex.com,AB000596123,2024-10-01,active,27,female,medium,2025-04-28,medium
client_597,Christopher,Ross,client597@ex.com,AB000597123,2023-04-22,active,45,male,high,2025-02-18,high
client_598,Marie,Fournier,client598@ex.com,AB000598123,2024-08-25,active,25,female,low,2025-04-20,high
client_599,Carlos,Santos,client599@ex.com,AB000599123,2023-09-05,active,32,male,medium,2025-03-18,medium
client_600,Hannah,Hoffmann,client600@ex.com,AB000600123,2024-03-18,active,28,female,medium,2025-04-08,medium
client_601,Sergey,Petrov,client601@ex.com,AB000601123,2023-06-08,inactive,39,male,medium,2025-03-01,medium
client_602,Rebecca,Stone,client602@ex.com,AB000602123,2024-11-28,active,26,female,low,2025-04-30,high
client_603,Ryo,Watanabe,client603@ex.com,AB000603123,2023-01-12,active,42,male,high,2025-02-20,high
client_604,Lucia,Ortiz,client604@ex.com,AB000604123,2024-04-05,active,31,female,medium,2025-04-15,medium
client_605,Niklas,Müller,client605@ex.com,AB000605123,2023-08-22,active,36,male,medium,2025-03-22,medium
client_606,Irina,Popova,client606@ex.com,AB000606123,2024-07-01,active,27,female,medium,2025-04-18,medium
client_607,Matthew,Curtis,client607@ex.com,AB000607123,2023-11-08,active,34,male,medium,2025-03-08,medium
client_608,Xiu,Wang,client608@ex.com,AB000608123,2024-01-22,active,25,female,low,2025-04-05,high
client_609,Louis,Moreau,client609@ex.com,AB000609123,2023-05-18,active,41,male,high,2025-02-28,high
client_610,Carolina,Guerrero,client610@ex.com,AB000610123,2024-09-28,active,30,female,medium,2025-04-25,medium
client_611,Igor,Sokolov,client611@ex.com,AB000611123,2023-03-25,active,37,male,medium,2025-03-15,medium
client_612,Zoe,Douglas,client612@ex.com,AB000612123,2024-06-08,active,28,female,medium,2025-04-12,medium
client_613,Matteo,Esposito,client613@ex.com,AB000613123,2023-10-15,active,33,male,medium,2025-03-20,medium
client_614,Katja,Fischer,client614@ex.com,AB000614123,2024-02-22,active,26,female,low,2025-04-05,high
client_615,Takashi,Takahashi,client615@ex.com,AB000615123,2023-07-15,active,40,male,high,2025-03-10,high
client_616,Carmen,Soto,client616@ex.com,AB000616123,2024-05-25,active,31,female,medium,2025-04-22,medium
client_617,Markus,Huber,client617@ex.com,AB000617123,2023-12-05,active,38,male,medium,2025-03-25,medium
client_618,Svetlana,Orlova,client618@ex.com,AB000618123,2024-10-12,active,27,female,medium,2025-04-28,medium
client_619,Benjamin,Gardner,client619@ex.com,AB000619123,2023-04-05,active,44,male,high,2025-02-18,high
client_620,Chloé,Dupont,client620@ex.com,AB000620123,2024-08-01,active,25,female,low,2025-04-20,high
client_621,Hector,Vargas,client621@ex.com,AB000621123,2023-09-12,active,32,male,medium,2025-03-18,medium
client_622,Lena,Meyer,client622@ex.com,AB000622123,2024-03-28,active,28,female,medium,2025-04-08,medium
client_623,Dmitry,Volkov,client623@ex.com,AB000623123,2023-06-18,active,39,male,medium,2025-03-01,medium
client_624,Sarah,Morgan,client624@ex.com,AB000624123,2024-11-05,active,26,female,low,2025-04-30,high
client_625,Akio,Suzuki,client625@ex.com,AB000625123,2023-01-22,active,43,male,high,2025-02-20,high
client_626,Isabella,Cruz,client626@ex.com,AB000626123,2024-04-15,active,30,female,medium,2025-04-15,medium
client_627,Tobias,Wagner,client627@ex.com,AB000627123,2023-08-08,active,35,male,medium,2025-03-22,medium
client_628,Natalia,Fedorova,client628@ex.com,AB000628123,2024-07-18,active,27,female,medium,2025-04-18,medium
client_629,Ryan,Wallace,client629@ex.com,AB000629123,2023-11-15,active,34,male,medium,2025-03-08,medium
client_630,Mei,Chen,client630@ex.com,AB000630123,2024-01-30,active,25,female,low,2025-04-05,high
client_631,Pierre,Laurent,client631@ex.com,AB000631123,2023-05-08,active,40,male,high,2025-02-28,high
client_632,Valeria,Diaz,client632@ex.com,AB000632123,2024-09-18,active,31,female,medium,2025-04-25,medium
client_633,Sergei,Mikhailov,client633@ex.com,AB000633123,2023-03-01,active,37,male,medium,2025-03-15,medium
client_634,Olivia,Hunt,client634@ex.com,AB000634123,2024-06-18,active,28,female,medium,2025-04-12,medium
client_635,Marco,Rizzo,client635@ex.com,AB000635123,2023-10-25,active,33,male,medium,2025-03-20,medium
client_636,Katja,Schulz,client636@ex.com,AB000636123,2024-02-08,active,26,female,low,2025-04-05,high
client_637,Hiroshi,Ito,client637@ex.com,AB000637123,2023-07-25,active,41,male,high,2025-03-10,high
client_638,Ana,Ramos,client638@ex.com,AB000638123,2024-05-01,active,30,female,medium,2025-04-22,medium
client_639,Lukas,Schneider,client639@ex.com,AB000639123,2023-12-15,active,38,male,medium,2025-03-25,medium
client_640,Elena,Lebedeva,client640@ex.com,AB000640123,2024-10-25,active,27,female,medium,2025-04-28,medium
client_641,Nathan,Armstrong,client641@ex.com,AB000641123,2023-04-15,active,45,male,high,2025-02-18,high
client_642,Sophie,Roux,client642@ex.com,AB000642123,2024-08-12,active,25,female,low,2025-04-20,high
client_643,Miguel,Flores,client643@ex.com,AB000643123,2023-09-22,active,32,male,medium,2025-03-18,medium
client_644,Anna,Bauer,client644@ex.com,AB000644123,2024-03-05,active,28,female,medium,2025-04-08,medium
client_645,Vladimir,Morozov,client645@ex.com,AB000645123,2023-06-28,active,39,male,medium,2025-03-01,medium
client_646,Jessica,Warren,client646@ex.com,AB000646123,2024-11-15,active,26,female,low,2025-04-30,high
client_647,Satoshi,Nakamura,client647@ex.com,AB000647123,2023-01-05,active,42,male,high,2025-02-20,high
client_648,Camila,Gutierrez,client648@ex.com,AB000648123,2024-04-25,active,31,female,medium,2025-04-15,medium
client_649,Maximilian,Weber,client649@ex.com,AB000649123,2023-08-18,active,36,male,medium,2025-03-22,medium
client_650,Irina,Kuznetsova,client650@ex.com,AB000650123,2024-07-28,active,27,female,medium,2025-04-18,medium
client_651,Thomas,Bishop,client651@ex.com,AB000651123,2023-11-01,active,35,male,medium,2025-03-08,medium
client_652,Lin,Li,client652@ex.com,AB000652123,2024-01-15,active,24,female,low,2025-04-05,high
client_653,Henri,Bernard,client653@ex.com,AB000653123,2023-05-28,active,41,male,high,2025-02-28,high
client_654,Gabriela,Castillo,client654@ex.com,AB000654123,2024-09-05,active,30,female,medium,2025-04-25,medium
client_655,Alexei,Orlov,client655@ex.com,AB000655123,2023-03-12,active,37,male,medium,2025-03-15,medium
client_656,Emma,Kennedy,client656@ex.com,AB000656123,2024-06-28,active,28,female,medium,2025-04-12,medium
client_657,Antonio,Greco,client657@ex.com,AB000657123,2023-10-05,active,33,male,medium,2025-03-20,medium
client_658,Katharina,Hoffmann,client658@ex.com,AB000658123,2024-02-18,active,26,female,low,2025-04-05,high
client_659,Yuto,Yamada,client659@ex.com,AB000659123,2023-07-01,active,40,male,high,2025-03-10,high
client_660,Lucia,Medina,client660@ex.com,AB000660123,2024-05-12,active,31,female,medium,2025-04-22,medium
client_661,Felix,Koch,client661@ex.com,AB000661123,2023-12-25,active,38,male,medium,2025-03-25,medium
client_662,Tatiana,Volkova,client662@ex.com,AB000662123,2024-10-08,active,27,female,medium,2025-04-28,medium
client_663,Alexander,Coleman,client663@ex.com,AB000663123,2023-04-25,active,44,male,high,2025-02-18,high
client_664,Audrey,Blanc,client664@ex.com,AB000664123,2024-08-22,active,25,female,low,2025-04-20,high
client_665,Diego,Navarro,client665@ex.com,AB000665123,2023-09-01,active,32,male,medium,2025-03-18,medium
client_666,Lena,Wolf,client666@ex.com,AB000666123,2024-03-15,active,28,female,medium,2025-04-08,medium
client_667,Mikhail,Popov,client667@ex.com,AB000667123,2023-06-05,active,39,male,medium,2025-03-01,medium
client_668,Olivia,Ford,client668@ex.com,AB000668123,2024-11-25,active,26,female,low,2025-04-30,high
client_669,Kenji,Yamamoto,client669@ex.com,AB000669123,2023-01-15,active,43,male,high,2025-02-20,high
client_670,Sofia,Morales,client670@ex.com,AB000670123,2024-04-01,active,30,female,medium,2025-04-15,medium
client_671,Jan,Fischer,client671@ex.com,AB000671123,2023-08-28,active,35,male,medium,2025-03-22,medium
client_672,Anastasia,Petrova,client672@ex.com,AB000672123,2024-07-08,active,27,female,medium,2025-04-18,medium
client_673,Daniel,Harrison,client673@ex.com,AB000673123,2023-11-18,active,34,male,medium,2025-03-08,medium
client_674,Jia,Zhang,client674@ex.com,AB000674123,2024-01-28,active,25,female,low,2025-04-05,high
client_675,François,Dubois,client675@ex.com,AB000675123,2023-05-05,active,40,male,high,2025-02-28,high
client_676,Valentina,Ramirez,client676@ex.com,AB000676123,2024-09-15,active,31,female,medium,2025-04-25,medium
client_677,Dmitri,Ivanov,client677@ex.com,AB000677123,2023-03-25,active,37,male,medium,2025-03-15,medium
client_678,Charlotte,Wells,client678@ex.com,AB000678123,2024-06-05,active,28,female,medium,2025-04-12,medium
client_679,Roberto,Santoro,client679@ex.com,AB000679123,2023-10-15,active,33,male,medium,2025-03-20,medium
client_680,Julia,Weber,client680@ex.com,AB000680123,2024-02-28,active,26,female,low,2025-04-05,high
client_681,Haruki,Sato,client681@ex.com,AB000681123,2023-07-15,active,41,male,high,2025-03-10,high
client_682,Elena,Luna,client682@ex.com,AB000682123,2024-05-22,active,30,female,medium,2025-04-22,medium
client_683,Stefan,Becker,client683@ex.com,AB000683123,2023-12-01,active,38,male,medium,2025-03-25,medium
client_684,Olga,Kozlova,client684@ex.com,AB000684123,2024-10-18,active,27,female,medium,2025-04-28,medium
client_685,Christopher,Simmons,client685@ex.com,AB000685123,2023-04-08,active,45,male,high,2025-02-18,high
client_686,Marie,Leroy,client686@ex.com,AB000686123,2024-08-08,active,25,female,low,2025-04-20,high
client_687,Carlos,Herrera,client687@ex.com,AB000687123,2023-09-15,active,32,male,medium,2025-03-18,medium
client_688,Hannah,Schmidt,client688@ex.com,AB000688123,2024-03-25,active,28,female,medium,2025-04-08,medium
client_689,Sergey,Smirnov,client689@ex.com,AB000689123,2023-06-18,active,39,male,medium,2025-03-01,medium
client_690,Rebecca,Gordon,client690@ex.com,AB000690123,2024-11-05,active,26,female,low,2025-04-30,high
client_691,Ryo,Kobayashi,client691@ex.com,AB000691123,2023-01-28,active,42,male,high,2025-02-20,high
client_692,Lucia,Rojas,client692@ex.com,AB000692123,2024-04-12,active,31,female,medium,2025-04-15,medium
client_693,Niklas,Wagner,client693@ex.com,AB000693123,2023-08-05,active,36,male,medium,2025-03-22,medium
client_694,Irina,Morozova,client694@ex.com,AB000694123,2024-07-15,active,27,female,medium,2025-04-18,medium
client_695,Matthew,Dixon,client695@ex.com,AB000695123,2023-11-25,active,35,male,medium,2025-03-08,medium
client_696,Xiu,Wu,client696@ex.com,AB000696123,2024-01-08,active,24,female,low,2025-04-05,high
client_697,Louis,Fournier,client697@ex.com,AB000697123,2023-05-15,active,41,male,high,2025-02-28,high
client_698,Carolina,Fernandez,client698@ex.com,AB000698123,2024-09-25,active,30,female,medium,2025-04-25,medium
client_699,Igor,Kuznetsov,client699@ex.com,AB000699123,2023-03-08,active,37,male,medium,2025-03-15,medium
client_700,Zoe,Montgomery,client700@ex.com,AB000700123,2024-06-15,active,28,female,medium,2025-04-12,medium
client_701,Matteo,Colombo,client701@ex.com,AB000701123,2023-10-25,active,33,male,medium,2025-03-20,medium
client_702,Katja,Müller,client702@ex.com,AB000702123,2024-02-05,active,26,female,low,2025-04-05,high
client_703,Takashi,Watanabe,client703@ex.com,AB000703123,2023-07-25,active,40,male,high,2025-03-10,high
client_704,Carmen,Vargas,client704@ex.com,AB000704123,2024-05-05,active,31,female,medium,2025-04-22,medium
client_705,Markus,Meyer,client705@ex.com,AB000705123,2023-12-12,active,37,male,medium,2025-03-25,medium
client_706,Svetlana,Sokolova,client706@ex.com,AB000706123,2024-10-28,active,27,female,medium,2025-04-28,medium
client_707,Benjamin,Peters,client707@ex.com,AB000707123,2023-04-15,active,44,male,high,2025-02-18,high
client_708,Chloé,Rousseau,client708@ex.com,AB000708123,2024-08-18,active,25,female,low,2025-04-20,high
client_709,Hector,Santos,client709@ex.com,AB000709123,2023-09-25,active,32,male,medium,2025-03-18,medium
client_710,Lena,Schneider,client710@ex.com,AB000710123,2024-03-01,active,28,female,medium,2025-04-08,medium
client_711,Dmitry,Fedorov,client711@ex.com,AB000711123,2023-06-28,active,39,male,medium,2025-03-01,medium
client_712,Sarah,Tucker,client712@ex.com,AB000712123,2024-11-15,active,26,female,low,2025-04-30,high
client_713,Akio,Takahashi,client713@ex.com,AB000713123,2023-01-08,active,43,male,high,2025-02-20,high
client_714,Isabella,Gomez,client714@ex.com,AB000714123,2024-04-22,active,30,female,medium,2025-04-15,medium
client_715,Tobias,Huber,client715@ex.com,AB000715123,2023-08-15,active,35,male,medium,2025-03-22,medium
client_716,Natalia,Ivanova,client716@ex.com,AB000716123,2024-07-25,active,27,female,medium,2025-04-18,medium
client_717,Ryan,Spencer,client717@ex.com,AB000717123,2023-11-05,active,34,male,medium,2025-03-08,medium
client_718,Mei,Liu,client718@ex.com,AB000718123,2024-01-18,active,25,female,low,2025-04-05,high
client_719,Pierre,Martin,client719@ex.com,AB000719123,2023-05-25,active,40,male,high,2025-02-28,high
client_720,Valeria,Torres,client720@ex.com,AB000720123,2024-09-01,active,31,female,medium,2025-04-25,medium
client_721,Sergei,Petrov,client721@ex.com,AB000721123,2023-03-18,active,37,male,medium,2025-03-15,medium
client_722,Olivia,Bryant,client722@ex.com,AB000722123,2024-06-25,active,28,female,medium,2025-04-12,medium
client_723,Marco,Ferrari,client723@ex.com,AB000723123,2023-10-08,active,33,male,medium,2025-03-20,medium
client_724,Katja,Klein,client724@ex.com,AB000724123,2024-02-15,active,26,female,low,2025-04-05,high
client_725,Hiroshi,Suzuki,client725@ex.com,AB000725123,2023-07-08,active,41,male,high,2025-03-10,high
client_726,Ana,Mendez,client726@ex.com,AB000726123,2024-05-15,active,30,female,medium,2025-04-22,medium
client_727,Lukas,Keller,client727@ex.com,AB000727123,2023-12-22,active,38,male,medium,2025-03-25,medium
client_728,Elena,Smirnova,client728@ex.com,AB000728123,2024-10-05,active,27,female,medium,2025-04-28,medium
client_729,Nathan,Owens,client729@ex.com,AB000729123,2023-04-25,active,45,male,high,2025-02-18,high
client_730,Sophie,Girard,client730@ex.com,AB000730123,2024-08-28,active,25,female,low,2025-04-20,high
client_731,Miguel,Ortiz,client731@ex.com,AB000731123,2023-09-08,active,32,male,medium,2025-03-18,medium
client_732,Anna,Wagner,client732@ex.com,AB000732123,2024-03-12,active,28,female,medium,2025-04-08,medium
client_733,Vladimir,Sokolov,client733@ex.com,AB000733123,2023-06-05,active,39,male,medium,2025-03-01,medium
client_734,Jessica,Webster,client734@ex.com,AB000734123,2024-11-25,active,26,female,low,2025-04-30,high
client_735,Satoshi,Ito,client735@ex.com,AB000735123,2023-01-18,active,42,male,high,2025-02-20,high
client_736,Camila,Jimenez,client736@ex.com,AB000736123,2024-04-08,active,31,female,medium,2025-04-15,medium
client_737,Maximilian,Schulz,client737@ex.com,AB000737123,2023-08-25,active,36,male,medium,2025-03-22,medium
client_738,Irina,Orlova,client738@ex.com,AB000738123,2024-07-05,active,27,female,medium,2025-04-18,medium
client_739,Thomas,Bradley,client739@ex.com,AB000739123,2023-11-12,active,35,male,medium,2025-03-08,medium
client_740,Lin,Chen,client740@ex.com,AB000740123,2024-01-25,active,24,female,low,2025-04-05,high
client_741,Henri,Lefebvre,client741@ex.com,AB000741123,2023-05-01,active,41,male,high,2025-02-28,high
client_742,Gabriela,Diaz,client742@ex.com,AB000742123,2024-09-12,active,30,female,medium,2025-04-25,medium
client_743,Alexei,Kozlov,client743@ex.com,AB000743123,2023-03-28,active,37,male,medium,2025-03-15,medium
client_744,Emma,Harper,client744@ex.com,AB000744123,2024-06-01,active,28,female,medium,2025-04-12,medium
client_745,Antonio,Russo,client745@ex.com,AB000745123,2023-10-18,active,33,male,medium,2025-03-20,medium
client_746,Katharina,Fischer,client746@ex.com,AB000746123,2024-02-25,active,26,female,low,2025-04-05,high
client_747,Yuto,Nakamura,client747@ex.com,AB000747123,2023-07-18,active,40,male,high,2025-03-10,high
client_748,Lucia,Castro,client748@ex.com,AB000748123,2024-05-28,active,31,female,medium,2025-04-22,medium
client_749,Felix,Weber,client749@ex.com,AB000749123,2023-12-08,active,37,male,medium,2025-03-25,medium
client_750,Tatiana,Kuznetsova,client750@ex.com,AB000750123,2024-10-15,active,27,female,medium,2025-04-28,medium
client_751,Alexander,Mason,client751@ex.com,AB000751123,2023-04-01,active,44,male,high,2025-02-18,high
client_752,Audrey,Mercier,client752@ex.com,AB000752123,2024-08-05,active,25,female,low,2025-04-20,high
client_753,Diego,Romero,client753@ex.com,AB000753123,2023-09-18,active,32,male,medium,2025-03-18,medium
client_754,Lena,Becker,client754@ex.com,AB000754123,2024-03-22,active,28,female,medium,2025-04-08,medium
client_755,Mikhail,Morozov,client755@ex.com,AB000755123,2023-06-15,active,39,male,medium,2025-03-01,medium
client_756,Olivia,Chambers,client756@ex.com,AB000756123,2024-11-08,active,26,female,low,2025-04-30,high
client_757,Kenji,Yamada,client757@ex.com,AB000757123,2023-01-25,active,43,male,high,2025-02-20,high
client_758,Sofia,Fuentes,client758@ex.com,AB000758123,2024-04-18,active,30,female,medium,2025-04-15,medium
client_759,Jan,Hoffmann,client759@ex.com,AB000759123,2023-08-01,active,36,male,medium,2025-03-22,medium
client_760,Anastasia,Fedorova,client760@ex.com,AB000760123,2024-07-12,active,27,female,medium,2025-04-18,medium
client_761,Daniel,Pearson,client761@ex.com,AB000761123,2023-11-22,active,35,male,medium,2025-03-08,medium
client_762,Jia,Wang,client762@ex.com,AB000762123,2024-01-05,active,24,female,low,2025-04-05,high
client_763,François,Petit,client763@ex.com,AB000763123,2023-05-12,active,41,male,high,2025-02-28,high
client_764,Valentina,Rios,client764@ex.com,AB000764123,2024-09-22,active,31,female,medium,2025-04-25,medium
client_765,Dmitri,Smirnov,client765@ex.com,AB000765123,2023-03-05,inactive,37,male,medium,2025-03-15,medium
client_766,Charlotte,Watson,client766@ex.com,AB000766123,2024-06-12,active,28,female,medium,2025-04-12,medium
client_767,Roberto,Conti,client767@ex.com,AB000767123,2023-10-28,active,33,male,medium,2025-03-20,medium
client_768,Julia,Wolf,client768@ex.com,AB000768123,2024-02-01,active,26,female,low,2025-04-05,high
client_769,Haruki,Yamamoto,client769@ex.com,AB000769123,2023-07-28,active,40,male,high,2025-03-10,high
client_770,Elena,Flores,client770@ex.com,AB000770123,2024-05-08,active,31,female,medium,2025-04-22,medium
client_771,Stefan,Wagner,client771@ex.com,AB000771123,2023-12-18,active,38,male,medium,2025-03-25,medium
client_772,Olga,Lebedeva,client772@ex.com,AB000772123,2024-10-25,active,27,female,medium,2025-04-28,medium
client_773,Christopher,Hawkins,client773@ex.com,AB000773123,2023-04-12,active,45,male,high,2025-02-18,high
client_774,Marie,Durand,client774@ex.com,AB000774123,2024-08-15,active,25,female,low,2025-04-20,high
client_775,Carlos,Moreno,client775@ex.com,AB000775123,2023-09-28,active,32,male,medium,2025-03-18,medium
client_776,Hannah,Keller,client776@ex.com,AB000776123,2024-03-08,active,28,female,medium,2025-04-08,medium
client_777,Sergey,Volkov,client777@ex.com,AB000777123,2023-06-25,active,39,male,medium,2025-03-01,medium
client_778,Rebecca,Sanders,client778@ex.com,AB000778123,2024-11-18,active,26,female,low,2025-04-30,high
client_779,Ryo,Sato,client779@ex.com,AB000779123,2023-01-01,active,42,male,high,2025-02-20,high
client_780,Lucia,Martinez,client780@ex.com,AB000780123,2024-04-28,active,30,female,medium,2025-04-15,medium
client_781,Niklas,Koch,client781@ex.com,AB000781123,2023-08-12,active,35,male,medium,2025-03-22,medium
client_782,Irina,Petrova,client782@ex.com,AB000782123,2024-07-22,active,27,female,medium,2025-04-18,medium
client_783,Matthew,Shepherd,client783@ex.com,AB000783123,2023-11-30,active,34,male,medium,2025-03-08,medium
client_784,Xiu,Li,client784@ex.com,AB000784123,2024-01-15,active,25,female,low,2025-04-05,high
client_785,Louis,Moreau,client785@ex.com,AB000785123,2023-05-22,active,41,male,high,2025-02-28,high
client_786,Carolina,Medina,client786@ex.com,AB000786123,2024-09-08,active,31,female,medium,2025-04-25,medium
